ID,1,2
TCGA-A1-A0SD,64.9681,108.2335
TCGA-A1-A0SE,117.6088,64.3547
TCGA-A1-A0SH,257.0636,8.9599
TCGA-A1-A0SJ,71.7306,115.4796
TCGA-A1-A0SK,147.4708,11.4105
TCGA-A1-A0SM,141.8967,83.7622
TCGA-A1-A0SO,127.1532,4.9442
TCGA-A2-A04N,116.0809,66.6095
TCGA-A2-A04P,205.3334,0
TCGA-A2-A04Q,188.4761,0.0039
TCGA-A2-A04R,23.1122,163.5734
TCGA-A2-A04T,178.7471,0
TCGA-A2-A04U,187.4422,0
TCGA-A2-A04V,126.2116,82.1307
TCGA-A2-A04W,206.465,22.1372
TCGA-A2-A04X,79.4558,103.4541
TCGA-A2-A04Y,69.4567,116.7807
TCGA-A2-A0CL,126.8273,21.5656
TCGA-A2-A0CM,159.405,0.0027
TCGA-A2-A0CP,188.784,36.2632
TCGA-A2-A0CQ,52.7689,128.4701
TCGA-A2-A0CS,128.247,77.1452
TCGA-A2-A0CT,35.9946,120.0667
TCGA-A2-A0CU,31.1656,143.2471
TCGA-A2-A0CV,127.3409,55.1275
TCGA-A2-A0CW,63.6559,92.1814
TCGA-A2-A0CX,174.07,27.6766
TCGA-A2-A0CY,220.8102,40.2952
TCGA-A2-A0CZ,212.9094,16.1087
TCGA-A2-A0D0,204.1518,0
TCGA-A2-A0D1,164.9335,30.6053
TCGA-A2-A0D2,175.858,0.0017
TCGA-A2-A0D3,49.6709,115.4494
TCGA-A2-A0D4,8.9363,156.9847
TCGA-A2-A0EM,86.7321,91.9538
TCGA-A2-A0EN,154.6785,59.6457
TCGA-A2-A0EO,135.4135,71.9068
TCGA-A2-A0EQ,155.9345,29.4545
TCGA-A2-A0ER,0.4352,202.7739
TCGA-A2-A0ES,91.0477,81.9048
TCGA-A2-A0ET,0.0271,144.5817
TCGA-A2-A0EU,51.759,114.1906
TCGA-A2-A0EV,94.6639,88.502
TCGA-A2-A0EW,114.0401,59.814
TCGA-A2-A0EX,153.0613,66.2292
TCGA-A2-A0EY,118.6547,59.0684
TCGA-A2-A0ST,169.2403,5.3046
TCGA-A2-A0SU,74.5969,114.57
TCGA-A2-A0SV,156.7499,44.4587
TCGA-A2-A0SW,125.3898,43.1393
TCGA-A2-A0SX,168.4974,0.0029
TCGA-A2-A0SY,116.1714,97.0043
TCGA-A2-A0T0,190.7333,0.0038
TCGA-A2-A0T1,207.026,8.8953
TCGA-A2-A0T2,205.5674,0
TCGA-A2-A0T3,57.0387,96.5425
TCGA-A2-A0T4,120.1544,71.1057
TCGA-A2-A0T5,133.6298,65.6039
TCGA-A2-A0T6,166.3231,24.2395
TCGA-A2-A0T7,141.7691,35.8882
TCGA-A2-A0YC,45.1729,126.3623
TCGA-A2-A0YD,144.314,40.146
TCGA-A2-A0YE,169.0285,0.1539
TCGA-A2-A0YF,15.2521,143.3575
TCGA-A2-A0YG,77.4143,81.8027
TCGA-A2-A0YH,106.6633,66.743
TCGA-A2-A0YI,49.673,132.0725
TCGA-A2-A0YJ,174.5178,0
TCGA-A2-A0YK,111.7008,43.8595
TCGA-A2-A0YL,127.9954,43.784
TCGA-A2-A0YM,167.4089,0
TCGA-A7-A0CD,22.512,149.9158
TCGA-A7-A0CE,170.7165,9.103
TCGA-A7-A0CG,137.3768,51.2934
TCGA-A7-A0CH,69.1931,95.6172
TCGA-A7-A0CJ,52.8488,98.7323
TCGA-A7-A0D9,64.9448,105.6395
TCGA-A7-A0DA,175.5007,0
TCGA-A7-A0DB,117.7687,81.4021
TCGA-A7-A13D,206.0641,0
TCGA-A7-A13E,153.9191,0
TCGA-A7-A13F,48.9325,135.2447
TCGA-A8-A06N,0,142.4247
TCGA-A8-A06O,68.8652,110.2459
TCGA-A8-A06P,137.0467,60.9915
TCGA-A8-A06Q,23.8614,147.0335
TCGA-A8-A06R,152.5918,22.0391
TCGA-A8-A06T,34.5293,118.7951
TCGA-A8-A06U,55.9703,103.5126
TCGA-A8-A06X,91.919,72.1299
TCGA-A8-A06Y,27.5151,133.5452
TCGA-A8-A06Z,0.0944,180.4157
TCGA-A8-A075,126.1811,48.472
TCGA-A8-A076,130.7736,53.2138
TCGA-A8-A079,32.7354,158.4988
TCGA-A8-A07B,123.0692,50.3534
TCGA-A8-A07C,148.5367,0.5746
TCGA-A8-A07E,144.9768,39.4018
TCGA-A8-A07F,67.8964,77.4519
TCGA-A8-A07G,167.0851,51.5177
TCGA-A8-A07I,124.6161,57.9504
TCGA-A8-A07J,146.2584,29.1913
TCGA-A8-A07L,67.4876,94.3651
TCGA-A8-A07O,168.3711,5.9261
TCGA-A8-A07P,51.1099,142.5656
TCGA-A8-A07R,179.6472,7.5907
TCGA-A8-A07S,45.6805,124.5519
TCGA-A8-A07U,168.9816,0.79
TCGA-A8-A07W,101.6231,74.5601
TCGA-A8-A07Z,25.9018,153.5034
TCGA-A8-A081,41.93,102.641
TCGA-A8-A082,59.077,108.8718
TCGA-A8-A083,3.6661,143.2788
TCGA-A8-A084,115.2862,55.8741
TCGA-A8-A085,71.3091,107.7601
TCGA-A8-A086,111.088,89.0166
TCGA-A8-A08A,78.1307,106.7657
TCGA-A8-A08B,114.5313,62.6873
TCGA-A8-A08C,41.2456,125.1167
TCGA-A8-A08F,104.3623,64.1135
TCGA-A8-A08G,51.7489,125.4976
TCGA-A8-A08H,204.6333,1.3805
TCGA-A8-A08I,82.0311,76.3065
TCGA-A8-A08J,110.5035,80.6302
TCGA-A8-A08L,117.1602,39.4265
TCGA-A8-A08O,78.681,79.687
TCGA-A8-A08P,115.7245,47.3487
TCGA-A8-A08R,167.7064,0
TCGA-A8-A08T,68.0005,95.7828
TCGA-A8-A08X,196.4714,0
TCGA-A8-A08Z,152.7397,27.4248
TCGA-A8-A090,54.0349,109.7439
TCGA-A8-A091,9.0083,151.6691
TCGA-A8-A092,85.5056,87.0556
TCGA-A8-A093,99.4204,88.9959
TCGA-A8-A094,106.1938,61.9619
TCGA-A8-A095,81.0474,73.1693
TCGA-A8-A096,118.5865,73.571
TCGA-A8-A097,131.0977,50.1064
TCGA-A8-A099,26.9348,122.5181
TCGA-A8-A09A,90.607,87.6622
TCGA-A8-A09B,57.4289,116.0582
TCGA-A8-A09C,78.1254,93.8739
TCGA-A8-A09D,137.0049,46.1314
TCGA-A8-A09G,96.4255,83.0401
TCGA-A8-A09I,117.3115,63.4068
TCGA-A8-A09M,49.5685,111.3286
TCGA-A8-A09N,58.908,109.5261
TCGA-A8-A09Q,77.5692,120.9081
TCGA-A8-A09R,105.4277,69.3114
TCGA-A8-A09T,76.662,83.7569
TCGA-A8-A09V,68.5493,80.0324
TCGA-A8-A09W,70.6215,114.6962
TCGA-A8-A09X,150.4348,39.6975
TCGA-A8-A09Z,71.3141,103.9188
TCGA-A8-A0A1,97.7031,71.9559
TCGA-A8-A0A2,57.4924,109.5466
TCGA-A8-A0A4,87.5471,88.6576
TCGA-A8-A0A6,85.4548,95.0963
TCGA-A8-A0A7,189.1196,11.6321
TCGA-A8-A0A9,79.1,98.8896
TCGA-A8-A0AB,56.9055,93.2276
TCGA-A8-A0AD,94.6097,80.8377
TCGA-AN-A03X,198.3287,31.8273
TCGA-AN-A03Y,83.3262,108.0016
TCGA-AN-A041,71.5113,139.6822
TCGA-AN-A046,104.205,123.9176
TCGA-AN-A049,101.937,89.5248
TCGA-AN-A04A,173.5091,55.3776
TCGA-AN-A04C,175.2394,28.7731
TCGA-AN-A04D,134.6403,16.0549
TCGA-AN-A0AJ,126.7638,56.7034
TCGA-AN-A0AK,67.6719,94.8627
TCGA-AN-A0AL,190.8915,0.5964
TCGA-AN-A0AM,150.7795,64.7335
TCGA-AN-A0AR,188.1044,0.1165
TCGA-AN-A0AS,206.3194,23.5943
TCGA-AN-A0AT,176.9027,0
TCGA-AN-A0FD,155.7606,67.0464
TCGA-AN-A0FF,57.7776,106.6247
TCGA-AN-A0FJ,168.4663,0
TCGA-AN-A0FK,35.0328,160.7861
TCGA-AN-A0FL,169.9911,19.6438
TCGA-AN-A0FN,213.8821,11.9482
TCGA-AN-A0FS,103.7222,73.3974
TCGA-AN-A0FT,119.5699,81.1595
TCGA-AN-A0FV,162.1637,35.9166
TCGA-AN-A0FW,62.9354,134.1393
TCGA-AN-A0FX,181.1625,0.0654
TCGA-AN-A0FY,120.0635,48.5143
TCGA-AN-A0FZ,72.0774,104.9389
TCGA-AN-A0G0,161.6031,9.4032
TCGA-AN-A0XL,88.9053,74.8203
TCGA-AN-A0XN,227.9821,4.3377
TCGA-AN-A0XO,116.7041,86.5429
TCGA-AN-A0XP,44.6599,131.3707
TCGA-AN-A0XR,55.2729,105.9929
TCGA-AN-A0XS,104.5525,61.3976
TCGA-AN-A0XT,33.3181,123.6419
TCGA-AN-A0XU,167.0888,0
TCGA-AN-A0XV,76.7031,91.7662
TCGA-AN-A0XW,171.7719,23.538
TCGA-AO-A03L,115.9451,65.3269
TCGA-AO-A03O,60.5272,104.6965
TCGA-AO-A03P,51.5724,139.5311
TCGA-AO-A03R,86.7379,104.7272
TCGA-AO-A03T,73.8492,118.2792
TCGA-AO-A03V,65.4095,101.5065
TCGA-AO-A0J2,147.0924,40.108
TCGA-AO-A0J3,0.7739,140.2005
TCGA-AO-A0J4,186.1837,0
TCGA-AO-A0J6,167.548,0.0222
TCGA-AO-A0J7,40.3371,143.036
TCGA-AO-A0J8,94.8102,90.2324
TCGA-AO-A0J9,191.1287,28.0934
TCGA-AO-A0JA,123.9206,58.2344
TCGA-AO-A0JB,195.6504,54.1499
TCGA-AO-A0JC,132.383,11.7981
TCGA-AO-A0JD,78.3644,98.1529
TCGA-AO-A0JE,194.6273,24.7767
TCGA-AO-A0JF,128.0916,60.895
TCGA-AO-A0JG,56.9455,100.3346
TCGA-AO-A0JI,0.1364,158.5427
TCGA-AO-A0JJ,108.3575,65.9131
TCGA-AO-A0JL,197.0319,0.9019
TCGA-AO-A0JM,141.238,54.1854
TCGA-AO-A124,180.5649,0.001
TCGA-AO-A125,7.8655,149.6774
TCGA-AO-A126,168.9228,45.1796
TCGA-AO-A128,165.4566,1.571
TCGA-AO-A129,182.2664,0
TCGA-AO-A12A,99.1181,66.26
TCGA-AO-A12B,0.2157,187.068
TCGA-AO-A12C,160.3038,58.0718
TCGA-AO-A12D,199.0609,17.0925
TCGA-AO-A12E,50.7345,115.5464
TCGA-AO-A12F,181.8834,0.0016
TCGA-AO-A12G,103.0684,93.9799
TCGA-AO-A12H,0.002,189.8565
TCGA-AQ-A04J,172.804,0.006
TCGA-AR-A0TP,188.1482,0
TCGA-AR-A0TQ,61.9884,121.4896
TCGA-AR-A0TR,0,151.0565
TCGA-AR-A0TS,155.7809,0.0106
TCGA-AR-A0TT,124.7473,29.714
TCGA-AR-A0TU,153.3299,0
TCGA-AR-A0TV,38.2217,120.5181
TCGA-AR-A0TW,55.5188,106.6804
TCGA-AR-A0TX,137.4516,40.0153
TCGA-AR-A0TY,58.2713,122.5253
TCGA-AR-A0TZ,38.6943,111.5125
TCGA-AR-A0U0,157.2669,0
TCGA-AR-A0U2,43.6257,87.4115
TCGA-AR-A0U3,25.3509,124.9848
TCGA-AR-A0U4,172.2594,0
TCGA-AR-A1AH,149.2957,0
TCGA-AR-A1AI,158.3476,0
TCGA-AR-A1AJ,156.8131,0.0021
TCGA-AR-A1AK,70.5926,84.0559
TCGA-AR-A1AL,100.2077,51.7961
TCGA-AR-A1AN,139.7705,63.6772
TCGA-AR-A1AO,194.6116,0.4055
TCGA-AR-A1AP,107.9297,75.6846
TCGA-AR-A1AQ,168.5019,0.0003
TCGA-AR-A1AR,164.6179,0
TCGA-AR-A1AS,100.807,83.234
TCGA-AR-A1AT,179.7166,34.2187
TCGA-AR-A1AU,101.9314,85.0908
TCGA-AR-A1AV,52.9273,117.3942
TCGA-AR-A1AW,115.2483,30.5424
TCGA-AR-A1AX,103.2489,64.4836
TCGA-AR-A1AY,160.0583,0.0037
TCGA-B6-A0I2,202.3377,0
TCGA-B6-A0I5,151.5264,87.7943
TCGA-B6-A0I6,170.7073,0.0019
TCGA-B6-A0I8,54.5146,117.4173
TCGA-B6-A0I9,73.3107,103.3739
TCGA-B6-A0IA,9.877,222.5718
TCGA-B6-A0IB,34.7003,134.7712
TCGA-B6-A0IC,0.0061,134.4011
TCGA-B6-A0IE,104.0936,92.5955
TCGA-B6-A0IG,107.7413,89.8533
TCGA-B6-A0IH,129.6157,35.4452
TCGA-B6-A0IJ,182.2493,0.0029
TCGA-B6-A0IK,133.7687,47.1861
TCGA-B6-A0IM,59.4121,119.1616
TCGA-B6-A0IN,93.4217,111.2835
TCGA-B6-A0IO,40.5553,142.9154
TCGA-B6-A0IP,58.7991,104.3006
TCGA-B6-A0IQ,179.8636,0
TCGA-B6-A0RE,176.9319,0.0023
TCGA-B6-A0RG,60.3345,132.2718
TCGA-B6-A0RH,188.9438,53.8306
TCGA-B6-A0RI,124.1382,68.7182
TCGA-B6-A0RL,0.3368,144.1239
TCGA-B6-A0RM,23.5256,133.6497
TCGA-B6-A0RN,147.7635,42.7548
TCGA-B6-A0RO,13.587,169.104
TCGA-B6-A0RP,78.1648,103.9659
TCGA-B6-A0RQ,104.4406,63.5919
TCGA-B6-A0RS,168.1481,27.4161
TCGA-B6-A0RT,143.1593,0.0261
TCGA-B6-A0RU,169.0856,2.7696
TCGA-B6-A0RV,55.6609,111.9087
TCGA-B6-A0WS,84.3118,82.8181
TCGA-B6-A0WT,94.156,68.4956
TCGA-B6-A0WV,38.0727,108.6604
TCGA-B6-A0WW,66.8593,102.6654
TCGA-B6-A0WX,196.6721,0
TCGA-B6-A0WY,127.2967,50.5802
TCGA-B6-A0WZ,91.3029,93.9795
TCGA-B6-A0X0,68.7526,105.5259
TCGA-B6-A0X1,139.0174,10.2364
TCGA-B6-A0X4,0.3259,187.9577
TCGA-B6-A0X5,40.6642,94.9908
TCGA-B6-A0X7,129.5263,46.7551
TCGA-BH-A0AU,98.0953,82.3306
TCGA-BH-A0AV,218.6938,0
TCGA-BH-A0AW,181.5542,27.3868
TCGA-BH-A0AY,158.3076,35.2468
TCGA-BH-A0AZ,211.9347,28.0793
TCGA-BH-A0B0,190.208,26.3015
TCGA-BH-A0B1,60.1323,142.2021
TCGA-BH-A0B3,201.9881,0
TCGA-BH-A0B4,134.9986,50.0628
TCGA-BH-A0B5,107.2038,50.089
TCGA-BH-A0B7,166.2415,20.2811
TCGA-BH-A0B8,48.7466,132.4908
TCGA-BH-A0B9,198.9696,0.0016
TCGA-BH-A0BA,56.764,87.2506
TCGA-BH-A0BC,118.3014,68.0082
TCGA-BH-A0BD,110.2539,84.5117
TCGA-BH-A0BF,197.8213,2.4538
TCGA-BH-A0BG,181.0544,0
TCGA-BH-A0BJ,105.8735,72.4457
TCGA-BH-A0BL,175.7394,0
TCGA-BH-A0BM,113.1196,80.8722
TCGA-BH-A0BO,117.5288,62.1266
TCGA-BH-A0BP,122.6584,55.5803
TCGA-BH-A0BQ,167.6182,39.2618
TCGA-BH-A0BR,179.9574,26.8846
TCGA-BH-A0BS,14.9456,160.2564
TCGA-BH-A0BT,98.6183,79.715
TCGA-BH-A0BV,72.9345,106.7061
TCGA-BH-A0BW,140.4848,5.8363
TCGA-BH-A0BZ,155.089,34.307
TCGA-BH-A0C0,103.9777,59.9245
TCGA-BH-A0C3,119.202,56.8646
TCGA-BH-A0DD,56.9825,101.7933
TCGA-BH-A0DE,82.5104,78.1194
TCGA-BH-A0DG,155.5475,36.4931
TCGA-BH-A0DH,27.1026,152.9787
TCGA-BH-A0DI,209.7973,15.379
TCGA-BH-A0DK,118.9009,75.5735
TCGA-BH-A0DL,181.8562,0
TCGA-BH-A0DP,130.6224,58.2249
TCGA-BH-A0DQ,142.5921,47.2725
TCGA-BH-A0DS,116.2584,76.4981
TCGA-BH-A0DT,98.454,72.4284
TCGA-BH-A0DX,169.6052,31.3636
TCGA-BH-A0DZ,183.2138,35.2095
TCGA-BH-A0E0,194.8134,1.0916
TCGA-BH-A0E1,46.4552,150.5813
TCGA-BH-A0E2,115.6871,76.8116
TCGA-BH-A0E6,205.1437,0.1912
TCGA-BH-A0E7,28.5806,129.8801
TCGA-BH-A0EA,109.49,51.49
TCGA-BH-A0EB,103.7689,87.755
TCGA-BH-A0EE,148.7508,39.4346
TCGA-BH-A0EI,128.2378,63.0006
TCGA-BH-A0GY,118.4295,58.3941
TCGA-BH-A0GZ,105.0409,80.7301
TCGA-BH-A0H0,11.7554,133.7746
TCGA-BH-A0H3,124.4723,46.7949
TCGA-BH-A0H5,120.1422,43.8763
TCGA-BH-A0H6,106.3952,66.7414
TCGA-BH-A0H7,188.274,41.946
TCGA-BH-A0H9,69.8394,100.3167
TCGA-BH-A0HA,120.4333,94.1006
TCGA-BH-A0HB,95.2804,95.6156
TCGA-BH-A0HF,140.969,64.5969
TCGA-BH-A0HI,59.4018,126.0717
TCGA-BH-A0HK,113.5216,83.1099
TCGA-BH-A0HL,5.004,134.9873
TCGA-BH-A0HN,2.7194,160.2847
TCGA-BH-A0HO,10.363,200.7321
TCGA-BH-A0HP,106.7642,75.9116
TCGA-BH-A0HQ,112.8667,73.2587
TCGA-BH-A0HU,92.1261,78.4969
TCGA-BH-A0HW,0.0634,167.5771
TCGA-BH-A0HX,83.5935,94.6833
TCGA-BH-A0HY,148.435,60.3499
TCGA-BH-A0RX,204.3121,0.3027
TCGA-BH-A0W3,3.3743,135.5171
TCGA-BH-A0W4,97.9606,79.1922
TCGA-BH-A0W5,102.957,60.6238
TCGA-BH-A0W7,142.6039,46.9312
TCGA-BH-A0WA,174.5414,0
TCGA-BH-A18F,125.3562,37.3507
TCGA-BH-A18G,243.9455,0
TCGA-BH-A18H,54.0338,118.7723
TCGA-BH-A18I,129.0498,44.7043
TCGA-BH-A18J,131.0468,62.7136
TCGA-BH-A18K,130.6236,52.6003
TCGA-BH-A18L,7.0591,152.0048
TCGA-BH-A18M,128.7789,57.7206
TCGA-BH-A18N,10.3339,146.9127
TCGA-BH-A18P,93.2655,60.6172
TCGA-BH-A18Q,152.289,6.9697
TCGA-BH-A18R,83.8219,83.3
TCGA-BH-A18S,1.5186,161.102
TCGA-BH-A18T,176.8875,0
TCGA-BH-A18U,105.2195,91.0221
TCGA-BH-A18V,175.446,0
TCGA-BH-A1EO,160.3255,31.225
TCGA-BH-A1ES,94.7047,68.6233
TCGA-BH-A1ET,43.8946,118.4414
TCGA-BH-A1EU,91.1662,66.3959
TCGA-BH-A1EV,131.2952,66.4961
TCGA-BH-A1EW,60.6095,93.5496
TCGA-BH-A1F0,156.4201,0.6685
TCGA-C8-A12K,174.8285,0
TCGA-C8-A12L,164.0183,7.6437
TCGA-C8-A12M,14.6888,143.9806
TCGA-C8-A12N,153.5338,47.8599
TCGA-C8-A12O,145.8881,59.4024
TCGA-C8-A12P,182.2717,9.9246
TCGA-C8-A12Q,148.9096,34.4306
TCGA-C8-A12T,219.0794,26.6881
TCGA-C8-A12U,46.1053,112.3658
TCGA-C8-A12V,154.0521,0
TCGA-C8-A12W,129.9483,63.1618
TCGA-C8-A12X,38.4516,129.326
TCGA-C8-A12Y,98.2406,88.0695
TCGA-C8-A12Z,170.1667,53.9698
TCGA-C8-A130,120.2476,40.4008
TCGA-C8-A131,212.2811,0.2592
TCGA-C8-A132,144.8343,45.2144
TCGA-C8-A133,0.0119,205.2019
TCGA-C8-A134,151.1395,0.1239
TCGA-C8-A135,179.1884,31.3819
TCGA-C8-A137,162.5636,20.8218
TCGA-C8-A138,154.264,33.2057
TCGA-C8-A1HF,191.0608,5.2719
TCGA-C8-A1HG,96.8242,73.6554
TCGA-C8-A1HI,47.3032,136.583
TCGA-C8-A1HL,106.7296,76.5319
TCGA-C8-A1HM,84.9022,72.7575
TCGA-C8-A1HN,49.3401,103.3614
TCGA-D8-A13Y,59.7173,62.3895
TCGA-D8-A13Z,156.9076,12.8068
TCGA-D8-A140,35.6377,115.5215
TCGA-D8-A141,189.1014,18.699
TCGA-D8-A142,196.7158,0
TCGA-D8-A143,164.2319,0
TCGA-D8-A145,90.8345,62.0017
TCGA-D8-A147,141.7867,1.3809
TCGA-E2-A105,41.3764,109.123
TCGA-E2-A106,10.6811,164.4141
TCGA-E2-A107,34.5266,122.0556
TCGA-E2-A108,166.2763,14.2482
TCGA-E2-A109,74.0298,87.2682
TCGA-E2-A10A,48.2917,104.8463
TCGA-E2-A10B,60.3858,103.6078
TCGA-E2-A10C,83.6899,83.8205
TCGA-E2-A10E,51.4189,130.5193
TCGA-E2-A10F,132.7062,47.7989
TCGA-E2-A14N,178.2972,0
TCGA-E2-A14O,39.1967,181.614
TCGA-E2-A14P,139.8686,35.5485
TCGA-E2-A14Q,67.8253,94.0794
TCGA-E2-A14R,172.4379,0
TCGA-E2-A14S,18.4088,141.9607
TCGA-E2-A14T,33.1319,147.3589
TCGA-E2-A14V,110.8988,69.9287
TCGA-E2-A14W,34.7562,140.2506
TCGA-E2-A14X,169.8775,3.39
TCGA-E2-A14Y,210.5197,0
TCGA-E2-A14Z,127.2515,52.6059
TCGA-E2-A150,174.927,0
TCGA-E2-A152,175.4392,20.3895
TCGA-E2-A153,186.2062,46.0497
TCGA-E2-A154,79.368,88.4481
TCGA-E2-A155,15.6271,146.5029
TCGA-E2-A156,1.4302,141.6033
TCGA-E2-A158,162.3571,0.0696
TCGA-E2-A159,156.4919,0.4113
TCGA-E2-A15A,81.1396,86.1491
TCGA-E2-A15C,72.8425,91.9873
TCGA-E2-A15D,81.4015,71.1242
TCGA-E2-A15E,89.9849,75.6027
TCGA-E2-A15F,21.4441,135.9296
TCGA-E2-A15G,16.5342,128.7153
TCGA-E2-A15H,97.2168,82.0871
TCGA-E2-A15I,50.7566,94.6316
TCGA-E2-A15J,70.9007,119.1265
TCGA-E2-A15K,72.5563,82.6269
TCGA-E2-A15L,108.4186,75.5672
TCGA-E2-A15M,108.0032,55.1926
TCGA-E2-A15O,23.2128,113.245
TCGA-E2-A15P,36.2844,124.9111
TCGA-E2-A15R,17.9568,124.2522
TCGA-E2-A15S,10.3779,135.9822
TCGA-E2-A15T,9.38,138.2239
TCGA-E2-A1AZ,148.6833,0.0044
TCGA-E2-A1B0,174.3861,10.5064
TCGA-E2-A1B1,146.274,32.7241
TCGA-E2-A1B4,42.5579,127.9853
TCGA-E2-A1B5,111.5893,67.1508
TCGA-E2-A1B6,161.6898,0
TCGA-E2-A1BC,109.3068,53.928
TCGA-E2-A1BD,94.4097,84.7415
